AccountZAnnualRevenue,AccountZBillingCountry,AccountZBillingState,AccountZIndustry,AccountZIsPersonAccount,AccountZName,AccountZType,AccountId,AmountPaid,ApplicationCaseId,ApplicationCategory,ApplicationSourceFlag,ApplicationType,AppliedDate,BusinessLicenseZAccountId,BusinessLicenseZBusinessTypeZName,BusinessLicenseZBusinessTypeId,BusinessLicenseZIdentifier,BusinessLicenseZIssuer,BusinessLicenseZName,BusinessLicenseZPeriodEnd,BusinessLicenseZPeriodStart,BusinessLicenseZRegAuthTypeZName,BusinessLicenseZRegAuthTypeZRegulatoryAuthorityZName,BusinessLicenseZRegulatoryAuthorizationTypeId,BusinessLicenseZStatus,BusinessTypeZAuthorizationActivityType,BusinessTypeZIndustry,BusinessTypeZName,BusinessTypeId,CaseZAccountZIndustry,CaseZAccountZName,CaseZAccountZType,CaseZAccountId,CaseZCreatedDate,CaseZReason,CaseZStatus,CaseZSuppliedName,CaseZType,Category,CreatedDate,Id,LicensePermitNameId,LicenseTypeId,Name,RegAuthTypeZDurationType,RegAuthTypeZIssuingDepartmentId,RegAuthTypeZName,RegAuthTypeZProcessingDuration,RegAuthTypeZRegulatoryAuthCategory,RegAuthTypeZRegulatoryAuthCode,RegAuthTypeZRegulatoryAuthorityZName,Status,WasReturned
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-11-08T12:25:10.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaDPIA0,,0ehHr000000CdFrIAK,BLA-0000000272,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-11-03T02:01:18.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaFCIA0,,0ehHr000000CdF7IAK,BLA-0000000383,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-07-01T13:56:01.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaDMIA0,,0ehHr000000CdFRIA0,BLA-0000000269,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-07-02T13:36:42.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaGLIA0,,0ehHr000000CdFrIAK,BLA-0000000454,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-02-08T00:24:48.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaCLIA0,,0ehHr000000CdFrIAK,BLA-0000000206,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Application Accepted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-04-29T20:07:23.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaD8IAK,,0ehHr000000CdFrIAK,BLA-0000000255,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-01-11T20:26:48.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaDpIAK,,0ehHr000000CdF6IAK,BLA-0000000298,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2016-10-12T14:59:35.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:10.000Z,0f0Hr000000XaHLIA0,,0ehHr000000CdFEIA0,BLA-0000000516,Hour,19pHr000000CeuSIAS,Food Establishment,,Permit,,Board of Nursing,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-05-26T01:58:51.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaEvIAK,,0ehHr000000CdF6IAK,BLA-0000000366,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-04-05T19:31:30.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaH1IAK,,0ehHr000000CdFRIA0,BLA-0000000496,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,Inspection Completed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-01-10T21:33:17.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:10.000Z,0f0Hr000000XaI4IAK,,0ehHr000000CdF6IAK,BLA-0000000561,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-07-11T22:29:38.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaDZIA0,,0ehHr000000CdFEIA0,BLA-0000000282,Hour,19pHr000000CeuSIAS,Food Establishment,,Permit,,Board of Nursing,Inspection Phase,false
,,,,,,,001Hr00001s8stfIAA,,,Basic,Business License Application,,2022-02-22T18:41:00.000Z,001Hr00001s8stfIAA,Restaurant,2gFHr000000XaQsMAK,,,Betty's Diner Food Delivery 2022-02-02 19:49:25Z,,2022-02-02T19:49:25.000Z,Food Delivery,Board of Barbering & Cosmetology,0ehHr000000CdF1IAK,Inactive,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,,,,,,,Permit,2023-11-07T15:01:48.000Z,0f0Hr000000XZu6IAG,0cEHr000000L4rcMAC,0ehHr000000CdF1IAK,BLA-0000000061,Hour,19pHr000000CeuLIAS,Food Delivery,,Emergency Service,,Board of Barbering & Cosmetology,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-08-20T14:04:32.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaCbIAK,,0ehHr000000CdFrIAK,BLA-0000000222,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-04-23T23:50:29.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaHBIA0,,0ehHr000000CdFrIAK,BLA-0000000506,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,,,,,,001Hr00001s8tBBIAY,,,,Business License Application,,2021-06-14T19:00:00.000Z,001Hr00001s8tBBIAY,,,,,Physicians License,,2021-08-21T19:00:00.000Z,Physician License,Department of Public Health,0ehHr000000CdFFIA0,Verified,,,,,,,,,,,,,,License,2023-11-07T15:01:48.000Z,0f0Hr000000XZuDIAW,0cEHr000000L4rgMAC,0ehHr000000CdFFIA0,BLA-0000000068,Hour,19pHr000000CeuGIAS,Physician License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-03-21T13:29:59.000Z,,,,,,,,,,,,,Occupation,,Government,2gFHr000000XaQrMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaBiIAK,,0ehHr000000CdF6IAK,BLA-0000000167,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-03-17T15:14:31.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaFTIA0,,0ehHr000000CdFRIA0,BLA-0000000400,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,Inspection Completed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-03-12T03:58:56.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaGbIAK,,0ehHr000000CdFrIAK,BLA-0000000470,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-11-27T10:07:52.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaHGIA0,,0ehHr000000CdF7IAK,BLA-0000000511,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-04-29T00:10:08.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaG3IAK,,0ehHr000000CdF7IAK,BLA-0000000436,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-01-28T03:15:49.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaCpIAK,,0ehHr000000CdF6IAK,BLA-0000000236,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-11-23T13:54:16.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:10.000Z,0f0Hr000000XaHmIAK,,0ehHr000000CdFrIAK,BLA-0000000543,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Violations Observed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-12-27T10:26:07.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:10.000Z,0f0Hr000000XaHzIAK,,0ehHr000000CdF7IAK,BLA-0000000556,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-11-06T13:50:14.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:10.000Z,0f0Hr000000XaHbIAK,,0ehHr000000CdFrIAK,BLA-0000000532,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,United States,,,false,Bliss Spa,,001Hr00001s8stqIAA,,500Hr00001aqHxnIAE,Basic,Business License Application,,2022-01-27T13:44:03.000Z,,,,,,,,,,,,,Business,Retail,Beauty Salon,2gFHr000000XaQpMAK,,,,001Hr00001s8ss7IAA,2023-11-07T15:01:48.000Z,,New,,Establishment License,License,2023-11-07T15:01:48.000Z,0f0Hr000000XZtrIAG,,0ehHr000000CdF6IAK,BLA-0000000032,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-06-01T02:58:44.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaClIAK,,0ehHr000000CdF6IAK,BLA-0000000232,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-10-30T11:04:31.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaDqIAK,,0ehHr000000CdF6IAK,BLA-0000000299,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Application Accepted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2022-09-20T11:34:34.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:10.000Z,0f0Hr000000XaHTIA0,,0ehHr000000CdFrIAK,BLA-0000000524,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-09-08T22:11:33.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaDDIA0,,0ehHr000000CdFrIAK,BLA-0000000260,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-08-12T18:14:09.000Z,,,,,,,,,,,,,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaAuIAK,,0ehHr000000CdF6IAK,BLA-0000000117,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-11-14T09:20:58.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaGHIA0,,0ehHr000000CdFrIAK,BLA-0000000450,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-02-12T02:15:15.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaGEIA0,,0ehHr000000CdFEIA0,BLA-0000000447,Hour,19pHr000000CeuSIAS,Food Establishment,,Permit,,Board of Nursing,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-10-21T01:49:38.000Z,,,,,,,,,,,,,Business,Retail,Beauty Salon,2gFHr000000XaQpMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaBDIA0,,0ehHr000000CdFrIAK,BLA-0000000136,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-05-08T20:31:12.000Z,,,,,,,,,,,,,Business,Retail,Beauty Salon,2gFHr000000XaQpMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaBJIA0,,0ehHr000000CdFRIA0,BLA-0000000142,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-11-06T14:36:51.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaDWIA0,,0ehHr000000CdFRIA0,BLA-0000000279,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-03-15T10:18:05.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:10.000Z,0f0Hr000000XaHuIAK,,0ehHr000000CdF6IAK,BLA-0000000551,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-01-03T18:57:40.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaFVIA0,,0ehHr000000CdFrIAK,BLA-0000000402,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-06-27T08:23:06.000Z,,,,,,,,,,,,,Occupation,,Government,2gFHr000000XaQrMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaBhIAK,,0ehHr000000CdFrIAK,BLA-0000000166,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2022-04-01T19:57:28.000Z,,,,,,,,,,,,,Occupation,,Government,2gFHr000000XaQrMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaBpIAK,,0ehHr000000CdFrIAK,BLA-0000000174,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Inspection Completed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-06-20T21:02:39.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaFAIA0,,0ehHr000000CdFrIAK,BLA-0000000381,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-07-08T11:43:39.000Z,,,,,,,,,,,,,Business,Retail,Retail,2gFHr000000XaQoMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaCPIA0,,0ehHr000000CdFrIAK,BLA-0000000210,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-06-16T18:52:52.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaFqIAK,,0ehHr000000CdFrIAK,BLA-0000000423,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2020-10-03T10:33:08.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaEgIAK,,0ehHr000000CdFrIAK,BLA-0000000351,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Inspection Completed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-07-02T19:35:36.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,License,2023-12-18T19:32:05.000Z,0f0Hr000000XaGQIA0,,0ehHr000000CdFrIAK,BLA-0000000459,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Violations Observed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-11-14T02:32:20.000Z,,,,,,,,,,,,,Occupation,,Government,2gFHr000000XaQrMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaBRIA0,,0ehHr000000CdF7IAK,BLA-0000000150,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,In Review,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-08-18T16:58:58.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaFcIAK,,0ehHr000000CdFRIA0,BLA-0000000409,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-08-08T07:11:36.000Z,,,,,,,,,,,,,Business,Retail,Retail,2gFHr000000XaQoMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaCTIA0,,0ehHr000000CdFrIAK,BLA-0000000214,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-12-05T00:15:36.000Z,,,,,,,,,,,,,Occupation,,Government,2gFHr000000XaQrMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaBSIA0,,0ehHr000000CdF7IAK,BLA-0000000151,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,Inspection Phase,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-04-09T05:38:38.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaCeIAK,,0ehHr000000CdFrIAK,BLA-0000000225,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2024-10-06T14:42:56.000Z,,,,,,,,,,,,,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaAtIAK,,0ehHr000000CdFrIAK,BLA-0000000116,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-05-29T13:15:57.000Z,,,,,,,,,,,,,Business,Retail,Beauty Salon,2gFHr000000XaQpMAK,,,,,,,,,,License,2023-12-18T19:32:00.000Z,0f0Hr000000XaB9IAK,,0ehHr000000CdFrIAK,BLA-0000000132,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,Violations Observed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2022-03-30T04:37:48.000Z,,,,,,,,,,,,,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaAvIAK,,0ehHr000000CdF7IAK,BLA-0000000118,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,Inspection Completed,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2021-06-27T13:11:01.000Z,,,,,,,,,,,,,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,,,,,,,Permit,2023-12-18T19:32:00.000Z,0f0Hr000000XaB6IAK,,0ehHr000000CdF6IAK,BLA-0000000129,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,Application Accepted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2023-02-08T12:55:47.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaEyIAK,,0ehHr000000CdFrIAK,BLA-0000000369,Hour,19pHr000000CeuGIAS,Intermediate Care Facility (ICF) License,,License,,Department of Public Health,License Issued,false
,,,,,,,001Hr00001s8t8gIAA,,500Hr00001aqHygIAE,Basic,Business License Application,,2021-10-29T16:00:00.000Z,,,,,,,,,,,,,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,,,001Hr00001s8ss7IAA,2023-11-07T15:01:48.000Z,,New,,Establishment License,Permit,2023-11-07T15:01:48.000Z,0f0Hr000000XZtsIAG,,0ehHr000000CdF9IAK,BLA-0000000054,Hour,19pHr000000CeuHIAS,Petroleum Tank Permit,,Permit,,Department of Building Inspection,Submitted,false
,,OH,Communications,false,Apex Innovations,,001Hr00001s8ssjIAA,,,,Business License Application,,2025-10-30T07:05:12.000Z,,,,,,,,,,,,,Business,Healthcare,Healthcare Facility,2gFHr000000XaQtMAK,,,,,,,,,,Permit,2023-12-18T19:32:05.000Z,0f0Hr000000XaEtIAK,,0ehHr000000CdFRIA0,BLA-0000000364,Hour,19pHr000000CeuGIAS,Home Health Agency (HHA) License,,License,,Department of Public Health,License Issued,false
